produto;quantidade;ano
VINHO DE MESA;98.327.606;1970
Tinto;83.300.735;1970
Rosado;107.681;1970
Branco;14.919.190;1970
VINHO FINO DE MESA;4.430.629;1970
Tinto;435.354;1970
Rosado;183.234;1970
Branco;3.812.041;1970
VINHO FRIZANTE;466.480;1970
VINHO ORGÂNICO;-;1970
VINHO ESPECIAL;7.325.789;1970
Tinto;4.730.346;1970
Rosado;1.229.564;1970
Branco;1.365.879;1970
ESPUMANTES;2.743.678;1970
Espumante Moscatel;-;1970
Espumante;-;1970
Espumante Orgânico;-;1970
SUCO DE UVAS;2.626.855;1970
Suco Natural Integral;-;1970
Suco Adoçado;-;1970
Suco Reprocessado/reconstituido;-;1970
Suco Orgânico;-;1970
Outros sucos de uvas;-;1970
SUCO DE UVAS CONCENTRADO;-;1970
OUTROS PRODUTOS COMERCIALIZADOS;19.844.550;1970
Outros vinhos (sem informação detalhada);-;1970
Agrin (fermentado, acetico misto);-;1970
Aguardente de vinho 50°gl;-;1970
Alcool vinico;-;1970
Bagaceira (graspa);1.192.987;1970
Base champenoise champanha;-;1970
Base charmat champanha;-;1970
Base espumante moscatel;-;1970
Bebida de uva;-;1970
Borra líquida;-;1970
Borra seca;-;1970
Brandy (conhaque);9.388.296;1970
Cooler;-;1970
Coquetel com vinho;-;1970
Destilado de vinho;533.987;1970
Filtrado doce;346.403;1970
Jeropiga;-;1970
Mistelas;178.350;1970
Mosto concentrado;44.971;1970
Mosto de uva;-;1970
Mosto sulfitado;401.030;1970
Nectar de uva;-;1970
Outros produtos;-;1970
Polpa de uva;-;1970
Preparado líquido para refresco;-;1970
Refrigerante +50% suco;-;1970
Sangria;-;1970
Vinagre balsamico;-;1970
Vinagre duplo;-;1970
Vinagre simples;1.359.297;1970
Vinho acetificado;-;1970
Vinho base para espumantes;-;1970
Vinho composto;3.386.173;1970
Vinho licoroso;3.013.056;1970
Vinho leve;-;1970
Vinho gaseificado;-;1970
Total;135.765.587;1970
VINHO DE MESA;114.399.031;1971
Tinto;98.522.869;1971
Rosado;542.274;1971
Branco;15.333.888;1971
VINHO FINO DE MESA;4.840.369;1971
Tinto;428.927;1971
Rosado;227.299;1971
Branco;4.184.143;1971
VINHO FRIZANTE;358.116;1971
VINHO ORGÂNICO;-;1971
VINHO ESPECIAL;7.824.931;1971
Tinto;4.802.828;1971
Rosado;1.662.821;1971
Branco;1.359.282;1971
ESPUMANTES;2.907.289;1971
Espumante Moscatel;-;1971
Espumante;-;1971
Espumante Orgânico;-;1971
SUCO DE UVAS;2.745.249;1971
Suco Natural Integral;-;1971
Suco Adoçado;-;1971
Suco Reprocessado/reconstituido;-;1971
Suco Orgânico;-;1971
Outros sucos de uvas;-;1971
SUCO DE UVAS CONCENTRADO;-;1971
OUTROS PRODUTOS COMERCIALIZADOS;20.351.384;1971
Outros vinhos (sem informação detalhada);-;1971
Agrin (fermentado, acetico misto);-;1971
Aguardente de vinho 50°gl;-;1971
Alcool vinico;-;1971
Bagaceira (graspa);1.111.014;1971
Base champenoise champanha;-;1971
Base charmat champanha;-;1971
Base espumante moscatel;-;1971
Bebida de uva;-;1971
Borra líquida;-;1971
Borra seca;-;1971
Brandy (conhaque);9.893.167;1971
Cooler;-;1971
Coquetel com vinho;-;1971
Destilado de vinho;1.023.876;1971
Filtrado doce;432.991;1971
Jeropiga;-;1971
Mistelas;81.510;1971
Mosto concentrado;20.502;1971
Mosto de uva;-;1971
Mosto sulfitado;410.850;1971
Nectar de uva;-;1971
Outros produtos;-;1971
Polpa de uva;-;1971
Preparado líquido para refresco;-;1971
Refrigerante +50% suco;-;1971
Sangria;-;1971
Vinagre balsamico;-;1971
Vinagre duplo;-;1971
Vinagre simples;1.256.068;1971
Vinho acetificado;-;1971
Vinho base para espumantes;-;1971
Vinho composto;3.645.774;1971
Vinho licoroso;2.475.632;1971
Vinho leve;-;1971
Vinho gaseificado;-;1971
Total;153.426.369;1971
VINHO DE MESA;118.377.367;1972
Tinto;101.167.932;1972
Rosado;7.770.851;1972
Branco;9.438.584;1972
VINHO FINO DE MESA;5.602.091;1972
Tinto;624.499;1972
Rosado;403.664;1972
Branco;4.573.928;1972
VINHO FRIZANTE;356.340;1972
VINHO ORGÂNICO;-;1972
VINHO ESPECIAL;8.737.605;1972
Tinto;4.347.706;1972
Rosado;1.901.801;1972
Branco;2.488.098;1972
ESPUMANTES;3.523.335;1972
Espumante Moscatel;-;1972
Espumante;-;1972
Espumante Orgânico;-;1972
SUCO DE UVAS;4.069.351;1972
Suco Natural Integral;-;1972
Suco Adoçado;-;1972
Suco Reprocessado/reconstituido;-;1972
Suco Orgânico;-;1972
Outros sucos de uvas;-;1972
SUCO DE UVAS CONCENTRADO;59.044;1972
OUTROS PRODUTOS COMERCIALIZADOS;23.615.205;1972
Outros vinhos (sem informação detalhada);-;1972
Agrin (fermentado, acetico misto);-;1972
Aguardente de vinho 50°gl;-;1972
Alcool vinico;-;1972
Bagaceira (graspa);1.059.696;1972
Base champenoise champanha;-;1972
Base charmat champanha;-;1972
Base espumante moscatel;-;1972
Bebida de uva;-;1972
Borra líquida;-;1972
Borra seca;-;1972
Brandy (conhaque);11.876.098;1972
Cooler;-;1972
Coquetel com vinho;-;1972
Destilado de vinho;1.573.023;1972
Filtrado doce;670.626;1972
Jeropiga;-;1972
Mistelas;133.865;1972
Mosto concentrado;-;1972
Mosto de uva;-;1972
Mosto sulfitado;447.600;1972
Nectar de uva;-;1972
Outros produtos;-;1972
Polpa de uva;-;1972
Preparado líquido para refresco;-;1972
Refrigerante +50% suco;-;1972
Sangria;-;1972
Vinagre balsamico;-;1972
Vinagre duplo;-;1972
Vinagre simples;1.524.908;1972
Vinho acetificado;-;1972
Vinho base para espumantes;-;1972
Vinho composto;3.921.573;1972
Vinho licoroso;2.407.816;1972
Vinho leve;-;1972
Vinho gaseificado;-;1972
Total;164.340.338;1972
VINHO DE MESA;116.617.910;1973
Tinto;98.196.747;1973
Rosado;8.425.617;1973
Branco;9.995.546;1973
VINHO FINO DE MESA;7.202.830;1973
Tinto;783.508;1973
Rosado;1.377.333;1973
Branco;5.041.989;1973
VINHO FRIZANTE;327.865;1973
VINHO ORGÂNICO;-;1973
VINHO ESPECIAL;9.693.953;1973
Tinto;5.017.487;1973
Rosado;2.062.011;1973
Branco;2.614.455;1973
ESPUMANTES;3.625.230;1973
Espumante Moscatel;-;1973
Espumante;-;1973
Espumante Orgânico;-;1973
SUCO DE UVAS;5.668.991;1973
Suco Natural Integral;-;1973
Suco Adoçado;-;1973
Suco Reprocessado/reconstituido;-;1973
Suco Orgânico;-;1973
Outros sucos de uvas;-;1973
SUCO DE UVAS CONCENTRADO;1.951.966;1973
OUTROS PRODUTOS COMERCIALIZADOS;25.401.454;1973
Outros vinhos (sem informação detalhada);-;1973
Agrin (fermentado, acetico misto);-;1973
Aguardente de vinho 50°gl;-;1973
Alcool vinico;-;1973
Bagaceira (graspa);997.624;1973
Base champenoise champanha;-;1973
Base charmat champanha;-;1973
Base espumante moscatel;-;1973
Bebida de uva;-;1973
Borra líquida;-;1973
Borra seca;-;1973
Brandy (conhaque);12.156.057;1973
Cooler;-;1973
Coquetel com vinho;-;1973
Destilado de vinho;1.485.567;1973
Filtrado doce;837.970;1973
Jeropiga;-;1973
Mistelas;160.470;1973
Mosto concentrado;-;1973
Mosto de uva;-;1973
Mosto sulfitado;1.724.244;1973
Nectar de uva;-;1973
Outros produtos;-;1973
Polpa de uva;-;1973
Preparado líquido para refresco;-;1973
Refrigerante +50% suco;-;1973
Sangria;-;1973
Vinagre balsamico;-;1973
Vinagre duplo;-;1973
Vinagre simples;1.426.737;1973
Vinho acetificado;-;1973
Vinho base para espumantes;-;1973
Vinho composto;4.168.841;1973
Vinho licoroso;2.443.944;1973
Vinho leve;-;1973
Vinho gaseificado;-;1973
Total;170.490.199;1973
VINHO DE MESA;94.173.324;1974
Tinto;77.167.303;1974
Rosado;8.891.367;1974
Branco;8.114.654;1974
VINHO FINO DE MESA;7.571.802;1974
Tinto;1.616.144;1974
Rosado;1.725.564;1974
Branco;4.230.094;1974
VINHO FRIZANTE;270.641;1974
VINHO ORGÂNICO;-;1974
VINHO ESPECIAL;7.638.484;1974
Tinto;3.763.509;1974
Rosado;1.989.341;1974
Branco;1.885.634;1974
ESPUMANTES;3.442.734;1974
Espumante Moscatel;-;1974
Espumante;-;1974
Espumante Orgânico;-;1974
SUCO DE UVAS;4.673.891;1974
Suco Natural Integral;-;1974
Suco Adoçado;-;1974
Suco Reprocessado/reconstituido;-;1974
Suco Orgânico;-;1974
Outros sucos de uvas;-;1974
SUCO DE UVAS CONCENTRADO;1.619.428;1974
OUTROS PRODUTOS COMERCIALIZADOS;24.530.878;1974
Outros vinhos (sem informação detalhada);-;1974
Agrin (fermentado, acetico misto);-;1974
Aguardente de vinho 50°gl;-;1974
Alcool vinico;-;1974
Bagaceira (graspa);839.441;1974
Base champenoise champanha;-;1974
Base charmat champanha;-;1974
Base espumante moscatel;-;1974
Bebida de uva;-;1974
Borra líquida;-;1974
Borra seca;-;1974
Brandy (conhaque);12.885.577;1974
Cooler;-;1974
Coquetel com vinho;-;1974
Destilado de vinho;1.409.986;1974
Filtrado doce;1.039.110;1974
Jeropiga;-;1974
Mistelas;45.878;1974
Mosto concentrado;761.417;1974
Mosto de uva;-;1974
Mosto sulfitado;239.200;1974
Nectar de uva;-;1974
Outros produtos;-;1974
Polpa de uva;-;1974
Preparado líquido para refresco;-;1974
Refrigerante +50% suco;-;1974
Sangria;-;1974
Vinagre balsamico;-;1974
Vinagre duplo;-;1974
Vinagre simples;1.717.666;1974
Vinho acetificado;-;1974
Vinho base para espumantes;-;1974
Vinho composto;3.670.736;1974
Vinho licoroso;1.921.867;1974
Vinho leve;-;1974
Vinho gaseificado;-;1974
Total;143.921.182;1974
VINHO DE MESA;108.031.792;1975
Tinto;91.528.090;1975
Rosado;7.261.777;1975
Branco;9.241.925;1975
VINHO FINO DE MESA;8.848.303;1975
Tinto;2.050.960;1975
Rosado;2.130.619;1975
Branco;4.666.724;1975
VINHO FRIZANTE;301.293;1975
VINHO ORGÂNICO;-;1975
VINHO ESPECIAL;10.260.445;1975
Tinto;4.815.235;1975
Rosado;2.885.972;1975
Branco;2.559.238;1975
ESPUMANTES;3.691.348;1975
Espumante Moscatel;-;1975
Espumante;-;1975
Espumante Orgânico;-;1975
SUCO DE UVAS;5.802.187;1975
Suco Natural Integral;-;1975
Suco Adoçado;-;1975
Suco Reprocessado/reconstituido;-;1975
Suco Orgânico;-;1975
Outros sucos de uvas;-;1975
SUCO DE UVAS CONCENTRADO;768.401;1975
OUTROS PRODUTOS COMERCIALIZADOS;23.102.540;1975
Outros vinhos (sem informação detalhada);-;1975
Agrin (fermentado, acetico misto);-;1975
Aguardente de vinho 50°gl;-;1975
Alcool vinico;-;1975
Bagaceira (graspa);706.946;1975
Base champenoise champanha;-;1975
Base charmat champanha;-;1975
Base espumante moscatel;-;1975
Bebida de uva;-;1975
Borra líquida;-;1975
Borra seca;-;1975
Brandy (conhaque);11.418.527;1975
Cooler;-;1975
Coquetel com vinho;-;1975
Destilado de vinho;1.793.135;1975
Filtrado doce;1.353.194;1975
Jeropiga;-;1975
Mistelas;272.141;1975
Mosto concentrado;251.197;1975
Mosto de uva;-;1975
Mosto sulfitado;34.300;1975
Nectar de uva;-;1975
Outros produtos;-;1975
Polpa de uva;-;1975
Preparado líquido para refresco;-;1975
Refrigerante +50% suco;-;1975
Sangria;-;1975
Vinagre balsamico;-;1975
Vinagre duplo;-;1975
Vinagre simples;1.574.960;1975
Vinho acetificado;-;1975
Vinho base para espumantes;-;1975
Vinho composto;3.493.104;1975
Vinho licoroso;2.205.036;1975
Vinho leve;-;1975
Vinho gaseificado;-;1975
Total;160.806.309;1975
VINHO DE MESA;139.238.614;1976
Tinto;116.407.222;1976
Rosado;11.748.047;1976
Branco;11.083.345;1976
VINHO FINO DE MESA;14.095.648;1976
Tinto;4.450.570;1976
Rosado;3.118.919;1976
Branco;6.526.159;1976
VINHO FRIZANTE;248.456;1976
VINHO ORGÂNICO;-;1976
VINHO ESPECIAL;12.392.725;1976
Tinto;4.819.463;1976
Rosado;4.231.765;1976
Branco;3.341.497;1976
ESPUMANTES;4.204.666;1976
Espumante Moscatel;-;1976
Espumante;-;1976
Espumante Orgânico;-;1976
SUCO DE UVAS;6.433.821;1976
Suco Natural Integral;-;1976
Suco Adoçado;-;1976
Suco Reprocessado/reconstituido;-;1976
Suco Orgânico;-;1976
Outros sucos de uvas;-;1976
SUCO DE UVAS CONCENTRADO;1.467.883;1976
OUTROS PRODUTOS COMERCIALIZADOS;28.321.777;1976
Outros vinhos (sem informação detalhada);-;1976
Agrin (fermentado, acetico misto);-;1976
Aguardente de vinho 50°gl;-;1976
Alcool vinico;-;1976
Bagaceira (graspa);698.399;1976
Base champenoise champanha;-;1976
Base charmat champanha;-;1976
Base espumante moscatel;-;1976
Bebida de uva;-;1976
Borra líquida;-;1976
Borra seca;-;1976
Brandy (conhaque);14.938.849;1976
Cooler;-;1976
Coquetel com vinho;-;1976
Destilado de vinho;1.373.075;1976
Filtrado doce;1.792.832;1976
Jeropiga;48.203;1976
Mistelas;88.300;1976
Mosto concentrado;309.196;1976
Mosto de uva;-;1976
Mosto sulfitado;420.300;1976
Nectar de uva;-;1976
Outros produtos;-;1976
Polpa de uva;-;1976
Preparado líquido para refresco;-;1976
Refrigerante +50% suco;-;1976
Sangria;-;1976
Vinagre balsamico;-;1976
Vinagre duplo;-;1976
Vinagre simples;748.459;1976
Vinho acetificado;-;1976
Vinho base para espumantes;-;1976
Vinho composto;5.429.800;1976
Vinho licoroso;2.474.364;1976
Vinho leve;-;1976
Vinho gaseificado;-;1976
Total;206.403.590;1976
VINHO DE MESA;140.813.114;1977
Tinto;116.609.545;1977
Rosado;15.195.525;1977
Branco;9.008.044;1977
VINHO FINO DE MESA;14.975.330;1977
Tinto;4.504.303;1977
Rosado;3.248.565;1977
Branco;7.222.462;1977
VINHO FRIZANTE;143.575;1977
VINHO ORGÂNICO;-;1977
VINHO ESPECIAL;11.569.676;1977
Tinto;3.959.050;1977
Rosado;4.034.615;1977
Branco;3.576.011;1977
ESPUMANTES;4.150.746;1977
Espumante Moscatel;-;1977
Espumante;-;1977
Espumante Orgânico;-;1977
SUCO DE UVAS;6.814.893;1977
Suco Natural Integral;-;1977
Suco Adoçado;-;1977
Suco Reprocessado/reconstituido;-;1977
Suco Orgânico;-;1977
Outros sucos de uvas;-;1977
SUCO DE UVAS CONCENTRADO;2.444.089;1977
OUTROS PRODUTOS COMERCIALIZADOS;27.333.925;1977
Outros vinhos (sem informação detalhada);-;1977
Agrin (fermentado, acetico misto);-;1977
Aguardente de vinho 50°gl;-;1977
Alcool vinico;-;1977
Bagaceira (graspa);595.137;1977
Base champenoise champanha;-;1977
Base charmat champanha;-;1977
Base espumante moscatel;-;1977
Bebida de uva;-;1977
Borra líquida;-;1977
Borra seca;-;1977
Brandy (conhaque);12.858.163;1977
Cooler;-;1977
Coquetel com vinho;-;1977
Destilado de vinho;780.548;1977
Filtrado doce;2.292.414;1977
Jeropiga;34.624;1977
Mistelas;195.060;1977
Mosto concentrado;84.058;1977
Mosto de uva;-;1977
Mosto sulfitado;746.326;1977
Nectar de uva;-;1977
Outros produtos;-;1977
Polpa de uva;-;1977
Preparado líquido para refresco;-;1977
Refrigerante +50% suco;-;1977
Sangria;-;1977
Vinagre balsamico;-;1977
Vinagre duplo;-;1977
Vinagre simples;1.549.579;1977
Vinho acetificado;-;1977
Vinho base para espumantes;-;1977
Vinho composto;5.170.582;1977
Vinho licoroso;3.027.434;1977
Vinho leve;-;1977
Vinho gaseificado;-;1977
Total;208.245.348;1977
VINHO DE MESA;141.293.379;1978
Tinto;117.203.914;1978
Rosado;14.612.454;1978
Branco;9.477.011;1978
VINHO FINO DE MESA;17.596.956;1978
Tinto;4.920.802;1978
Rosado;3.501.895;1978
Branco;9.174.259;1978
VINHO FRIZANTE;13.915;1978
VINHO ORGÂNICO;-;1978
VINHO ESPECIAL;10.247.572;1978
Tinto;4.083.073;1978
Rosado;4.177.476;1978
Branco;1.987.023;1978
ESPUMANTES;3.684.240;1978
Espumante Moscatel;-;1978
Espumante;-;1978
Espumante Orgânico;-;1978
SUCO DE UVAS;6.963.440;1978
Suco Natural Integral;-;1978
Suco Adoçado;-;1978
Suco Reprocessado/reconstituido;-;1978
Suco Orgânico;-;1978
Outros sucos de uvas;-;1978
SUCO DE UVAS CONCENTRADO;2.454.178;1978
OUTROS PRODUTOS COMERCIALIZADOS;29.509.570;1978
Outros vinhos (sem informação detalhada);-;1978
Agrin (fermentado, acetico misto);-;1978
Aguardente de vinho 50°gl;-;1978
Alcool vinico;-;1978
Bagaceira (graspa);432.596;1978
Base champenoise champanha;-;1978
Base charmat champanha;-;1978
Base espumante moscatel;-;1978
Bebida de uva;-;1978
Borra líquida;-;1978
Borra seca;-;1978
Brandy (conhaque);12.014.556;1978
Cooler;-;1978
Coquetel com vinho;-;1978
Destilado de vinho;866.773;1978
Filtrado doce;2.396.689;1978
Jeropiga;56.372;1978
Mistelas;2.217.900;1978
Mosto concentrado;-;1978
Mosto de uva;-;1978
Mosto sulfitado;327.450;1978
Nectar de uva;-;1978
Outros produtos;-;1978
Polpa de uva;-;1978
Preparado líquido para refresco;-;1978
Refrigerante +50% suco;-;1978
Sangria;-;1978
Vinagre balsamico;-;1978
Vinagre duplo;-;1978
Vinagre simples;2.452.955;1978
Vinho acetificado;-;1978
Vinho base para espumantes;-;1978
Vinho composto;5.649.977;1978
Vinho licoroso;3.094.302;1978
Vinho leve;-;1978
Vinho gaseificado;-;1978
Total;211.763.250;1978
VINHO DE MESA;149.609.112;1979
Tinto;119.496.652;1979
Rosado;18.643.308;1979
Branco;11.469.152;1979
VINHO FINO DE MESA;21.695.829;1979
Tinto;6.360.276;1979
Rosado;4.119.615;1979
Branco;11.215.938;1979
VINHO FRIZANTE;14.578;1979
VINHO ORGÂNICO;-;1979
VINHO ESPECIAL;13.790.557;1979
Tinto;7.004.780;1979
Rosado;5.067.851;1979
Branco;1.717.926;1979
ESPUMANTES;3.246.929;1979
Espumante Moscatel;-;1979
Espumante;-;1979
Espumante Orgânico;-;1979
SUCO DE UVAS;6.096.784;1979
Suco Natural Integral;-;1979
Suco Adoçado;-;1979
Suco Reprocessado/reconstituido;-;1979
Suco Orgânico;-;1979
Outros sucos de uvas;-;1979
SUCO DE UVAS CONCENTRADO;2.751.886;1979
OUTROS PRODUTOS COMERCIALIZADOS;29.719.709;1979
Outros vinhos (sem informação detalhada);-;1979
Agrin (fermentado, acetico misto);-;1979
Aguardente de vinho 50°gl;-;1979
Alcool vinico;-;1979
Bagaceira (graspa);812.433;1979
Base champenoise champanha;-;1979
Base charmat champanha;-;1979
Base espumante moscatel;-;1979
Bebida de uva;-;1979
Borra líquida;-;1979
Borra seca;-;1979
Brandy (conhaque);9.991.254;1979
Cooler;-;1979
Coquetel com vinho;-;1979
Destilado de vinho;3.062.750;1979
Filtrado doce;3.374.608;1979
Jeropiga;47.738;1979
Mistelas;6.293.317;1979
Mosto concentrado;-;1979
Mosto de uva;-;1979
Mosto sulfitado;485.800;1979
Nectar de uva;-;1979
Outros produtos;-;1979
Polpa de uva;-;1979
Preparado líquido para refresco;-;1979
Refrigerante +50% suco;-;1979
Sangria;-;1979
Vinagre balsamico;-;1979
Vinagre duplo;-;1979
Vinagre simples;2.144.256;1979
Vinho acetificado;-;1979
Vinho base para espumantes;-;1979
Vinho composto;976.174;1979
Vinho licoroso;2.531.379;1979
Vinho leve;-;1979
Vinho gaseificado;-;1979
Total;226.925.384;1979
VINHO DE MESA;122.825.298;1980
Tinto;99.646.124;1980
Rosado;14.746.625;1980
Branco;8.432.549;1980
VINHO FINO DE MESA;22.976.342;1980
Tinto;7.244.385;1980
Rosado;5.096.819;1980
Branco;10.635.138;1980
VINHO FRIZANTE;9.303;1980
VINHO ORGÂNICO;-;1980
VINHO ESPECIAL;11.056.774;1980
Tinto;4.608.059;1980
Rosado;4.312.513;1980
Branco;2.136.202;1980
ESPUMANTES;3.257.451;1980
Espumante Moscatel;-;1980
Espumante;-;1980
Espumante Orgânico;-;1980
SUCO DE UVAS;5.837.620;1980
Suco Natural Integral;-;1980
Suco Adoçado;-;1980
Suco Reprocessado/reconstituido;-;1980
Suco Orgânico;-;1980
Outros sucos de uvas;-;1980
SUCO DE UVAS CONCENTRADO;4.142.363;1980
OUTROS PRODUTOS COMERCIALIZADOS;18.053.687;1980
Outros vinhos (sem informação detalhada);-;1980
Agrin (fermentado, acetico misto);-;1980
Aguardente de vinho 50°gl;-;1980
Alcool vinico;-;1980
Bagaceira (graspa);494.061;1980
Base champenoise champanha;-;1980
Base charmat champanha;-;1980
Base espumante moscatel;-;1980
Bebida de uva;-;1980
Borra líquida;-;1980
Borra seca;-;1980
Brandy (conhaque);2.593.406;1980
Cooler;-;1980
Coquetel com vinho;-;1980
Destilado de vinho;1.778.900;1980
Filtrado doce;4.414.074;1980
Jeropiga;25.352;1980
Mistelas;3.806.641;1980
Mosto concentrado;-;1980
Mosto de uva;-;1980
Mosto sulfitado;113.550;1980
Nectar de uva;-;1980
Outros produtos;-;1980
Polpa de uva;-;1980
Preparado líquido para refresco;-;1980
Refrigerante +50% suco;-;1980
Sangria;-;1980
Vinagre balsamico;-;1980
Vinagre duplo;-;1980
Vinagre simples;2.052.253;1980
Vinho acetificado;-;1980
Vinho base para espumantes;-;1980
Vinho composto;697.908;1980
Vinho licoroso;2.077.542;1980
Vinho leve;-;1980
Vinho gaseificado;-;1980
Total;188.158.838;1980
VINHO DE MESA;128.894.580;1981
Tinto;99.151.812;1981
Rosado;16.360.547;1981
Branco;13.382.221;1981
VINHO FINO DE MESA;21.607.857;1981
Tinto;7.403.644;1981
Rosado;2.738.962;1981
Branco;11.465.251;1981
VINHO FRIZANTE;13.354;1981
VINHO ORGÂNICO;-;1981
VINHO ESPECIAL;6.907.060;1981
Tinto;1.906.240;1981
Rosado;3.388.872;1981
Branco;1.611.948;1981
ESPUMANTES;2.301.421;1981
Espumante Moscatel;-;1981
Espumante;-;1981
Espumante Orgânico;-;1981
SUCO DE UVAS;3.994.038;1981
Suco Natural Integral;-;1981
Suco Adoçado;-;1981
Suco Reprocessado/reconstituido;-;1981
Suco Orgânico;-;1981
Outros sucos de uvas;-;1981
SUCO DE UVAS CONCENTRADO;3.064.156;1981
OUTROS PRODUTOS COMERCIALIZADOS;19.698.180;1981
Outros vinhos (sem informação detalhada);-;1981
Agrin (fermentado, acetico misto);-;1981
Aguardente de vinho 50°gl;-;1981
Alcool vinico;-;1981
Bagaceira (graspa);1.770.895;1981
Base champenoise champanha;-;1981
Base charmat champanha;-;1981
Base espumante moscatel;-;1981
Bebida de uva;-;1981
Borra líquida;-;1981
Borra seca;-;1981
Brandy (conhaque);1.637.947;1981
Cooler;-;1981
Coquetel com vinho;-;1981
Destilado de vinho;2.728.959;1981
Filtrado doce;3.861.367;1981
Jeropiga;4.236;1981
Mistelas;4.518.098;1981
Mosto concentrado;-;1981
Mosto de uva;-;1981
Mosto sulfitado;360.180;1981
Nectar de uva;-;1981
Outros produtos;-;1981
Polpa de uva;-;1981
Preparado líquido para refresco;-;1981
Refrigerante +50% suco;-;1981
Sangria;-;1981
Vinagre balsamico;-;1981
Vinagre duplo;-;1981
Vinagre simples;2.296.456;1981
Vinho acetificado;-;1981
Vinho base para espumantes;-;1981
Vinho composto;579.372;1981
Vinho licoroso;1.940.670;1981
Vinho leve;-;1981
Vinho gaseificado;-;1981
Total;186.480.646;1981
VINHO DE MESA;166.861.772;1982
Tinto;131.957.890;1982
Rosado;15.786.964;1982
Branco;19.116.918;1982
VINHO FINO DE MESA;26.302.928;1982
Tinto;7.699.010;1982
Rosado;3.608.877;1982
Branco;14.995.041;1982
VINHO FRIZANTE;176.692;1982
VINHO ORGÂNICO;-;1982
VINHO ESPECIAL;5.011.009;1982
Tinto;939.619;1982
Rosado;2.418.770;1982
Branco;1.652.620;1982
ESPUMANTES;2.432.386;1982
Espumante Moscatel;-;1982
Espumante;-;1982
Espumante Orgânico;-;1982
SUCO DE UVAS;4.081.256;1982
Suco Natural Integral;-;1982
Suco Adoçado;-;1982
Suco Reprocessado/reconstituido;-;1982
Suco Orgânico;-;1982
Outros sucos de uvas;-;1982
SUCO DE UVAS CONCENTRADO;3.148.110;1982
OUTROS PRODUTOS COMERCIALIZADOS;17.770.629;1982
Outros vinhos (sem informação detalhada);-;1982
Agrin (fermentado, acetico misto);-;1982
Aguardente de vinho 50°gl;-;1982
Alcool vinico;-;1982
Bagaceira (graspa);496.554;1982
Base champenoise champanha;-;1982
Base charmat champanha;-;1982
Base espumante moscatel;-;1982
Bebida de uva;-;1982
Borra líquida;-;1982
Borra seca;-;1982
Brandy (conhaque);1.348.154;1982
Cooler;-;1982
Coquetel com vinho;-;1982
Destilado de vinho;3.466.121;1982
Filtrado doce;4.261.912;1982
Jeropiga;30.410;1982
Mistelas;2.068.930;1982
Mosto concentrado;-;1982
Mosto de uva;-;1982
Mosto sulfitado;607.630;1982
Nectar de uva;-;1982
Outros produtos;-;1982
Polpa de uva;-;1982
Preparado líquido para refresco;-;1982
Refrigerante +50% suco;-;1982
Sangria;-;1982
Vinagre balsamico;-;1982
Vinagre duplo;-;1982
Vinagre simples;2.434.183;1982
Vinho acetificado;-;1982
Vinho base para espumantes;-;1982
Vinho composto;708.876;1982
Vinho licoroso;2.347.859;1982
Vinho leve;-;1982
Vinho gaseificado;-;1982
Total;225.784.782;1982
VINHO DE MESA;195.616.620;1983
Tinto;151.852.639;1983
Rosado;23.841.328;1983
Branco;19.922.653;1983
VINHO FINO DE MESA;32.690.119;1983
Tinto;9.811.525;1983
Rosado;3.548.807;1983
Branco;19.329.787;1983
VINHO FRIZANTE;147.892;1983
VINHO ORGÂNICO;-;1983
VINHO ESPECIAL;5.393.631;1983
Tinto;1.034.452;1983
Rosado;2.735.222;1983
Branco;1.623.957;1983
ESPUMANTES;2.601.590;1983
Espumante Moscatel;-;1983
Espumante;-;1983
Espumante Orgânico;-;1983
SUCO DE UVAS;4.625.317;1983
Suco Natural Integral;-;1983
Suco Adoçado;-;1983
Suco Reprocessado/reconstituido;-;1983
Suco Orgânico;-;1983
Outros sucos de uvas;-;1983
SUCO DE UVAS CONCENTRADO;3.447.837;1983
OUTROS PRODUTOS COMERCIALIZADOS;13.706.809;1983
Outros vinhos (sem informação detalhada);-;1983
Agrin (fermentado, acetico misto);-;1983
Aguardente de vinho 50°gl;-;1983
Alcool vinico;-;1983
Bagaceira (graspa);339.085;1983
Base champenoise champanha;-;1983
Base charmat champanha;-;1983
Base espumante moscatel;-;1983
Bebida de uva;-;1983
Borra líquida;-;1983
Borra seca;-;1983
Brandy (conhaque);1.212.182;1983
Cooler;-;1983
Coquetel com vinho;-;1983
Destilado de vinho;2.029.714;1983
Filtrado doce;4.062.927;1983
Jeropiga;25.618;1983
Mistelas;872.156;1983
Mosto concentrado;-;1983
Mosto de uva;-;1983
Mosto sulfitado;215.868;1983
Nectar de uva;-;1983
Outros produtos;-;1983
Polpa de uva;-;1983
Preparado líquido para refresco;-;1983
Refrigerante +50% suco;-;1983
Sangria;-;1983
Vinagre balsamico;-;1983
Vinagre duplo;-;1983
Vinagre simples;2.490.691;1983
Vinho acetificado;-;1983
Vinho base para espumantes;-;1983
Vinho composto;657.957;1983
Vinho licoroso;1.800.611;1983
Vinho leve;-;1983
Vinho gaseificado;-;1983
Total;258.229.815;1983
VINHO DE MESA;171.619.507;1984
Tinto;129.249.097;1984
Rosado;21.724.540;1984
Branco;20.645.870;1984
VINHO FINO DE MESA;42.164.393;1984
